id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
186681,7728,"The Marriages Between Zones Three, Four, and Five",0394749782,9780394749785,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1358325329l/186681._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1358325329l/186681._SY75_.jpg,,,,eng,,false,1460823,21,2161,4492,1133,83,5:398|4:394|3:259|2:67|1:15|total:1133,1980,,,3.96,921,53,['7728'],['Doris Lessing'],['3.65'],[],[],[],
1290402,7728,To Room Nineteen,0006548067,9780006548065,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,eng,,false,1279491,18,2778,3849,951,70,5:352|4:356|3:193|2:36|1:14|total:951,1958,,,4.05,742,44,['7728'],['Doris Lessing'],['3.65'],[],[],[],
328416,7728,A Proper Marriage,0586089993,9780586089996,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1358325473l/328416._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1358325473l/328416._SX50_.jpg,2001,10,1,eng,HarperCollins,false,1151087,27,2169,3818,957,60,5:289|4:418|3:206|2:39|1:5|total:957,1954,,,3.99,809,43,['7728'],['Doris Lessing'],['3.65'],[],[],[],"An unconventional woman trapped in a conventional marriage, Martha Quest struggles to maintain her dignity and her sanity through the misunderstandings, frustrations, infidelities, and degrading violence of a failing marriage. Finally, she must make the heartbreaking choice of whether to sacrifice her child as she turns her back on marriage and security. <p> <i>A Proper Marriage</i> is the second novel in Doris Lessing's classic Children of Violence series of novels, each a masterpiece on its own right, and, taken together, an incisive and all-encompassing vision of our world in the twentieth century.</p>"
8434032,7728,Recitatif/To Room Nineteen,8484436802,9788484436805,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1488067674l/8434032._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1488067674l/8434032._SX50_.jpg,2010,,,eng,Pons,false,13297516,1,2074,3575,870,47,5:372|4:302|3:138|2:35|1:23|total:870,1983,,,4.11,870,47,"['3534', '7728']","['Toni Morrison', 'Doris Lessing']","['3.91', '3.65']",[],[],[],"Includes book and CD Audio.<br />Texts and recordings of the stories in English; introductions and notes in Spanish.<br /><br />Back cover text:<br />""Cuando Toni Morrison consiguió el Nobel apenas había escrito seis novelas y solo un cuento: ""Recitatif"". La única pieza de cámara de la genial autora estadounidense recoge la esencia de toda su obra: la lucha por la libertad, la amistad y la convivencia racial se funden en la historia de dos amigas de colores distintos que pasan juntas la infancia en un orfanato. ""To Room Nineteen"", publicado un año después que ""El cuaderno dorado"", obra cumbre de la también Premio Nobel Doris Lessing y piedra angular del feminismo de los 60, es uno de los relatos cortos más autobiográficos y brutales de la autora. Narra la dramática historia de Susan Rawlings, una inteligente y atareada ama de casa que vive con su perfecto marido y sus cuatro niños revoltosos en una maravillosa mansión londinense de tres plantas. El problema es que Susan quiere volver a ser la soltera solitaria que un día fue.""--Editor."
400606,7728,"Love, Again",0060927968,9780060927967,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1410129640l/400606._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1410129640l/400606._SY75_.jpg,1997,2,27,,Harper Perennial,false,390026,49,2285,3569,1050,120,5:159|4:335|3:364|2:150|1:42|total:1050,1995,,,3.40,820,91,['7728'],['Doris Lessing'],['3.65'],[],[],[],"<em>Love, Again</em> tells the story of a 65-year-old woman who falls in love and struggles to maintain her sanity. Widowed for many years, with grown children, Sarah is a writer who works in the theater in London. During the production of a play, she falls in love with a seductive young actor, the beautiful and androgynous 28-year-old Bill, and then with the more mature 35-year-old director Henry. Finding herself in a state of longing and desire that she had thought was the province of younger women, Sarah is compelled to explore and examine her own personal history of love, from her earliest childhood desires to her most recent obsessions. The result is a brilliant anatomy of love from a master of human psychology who remains one of the most daring writers of fiction at work today."
3326321,7728,Alfred and Emily,0007233450,9780007233458,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356449543l/3326321._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356449543l/3326321._SY75_.jpg,2008,5,6,eng,Fourth Estate,false,3364281,36,2134,3456,1091,203,5:95|4:282|3:482|2:175|1:57|total:1091,2008,1,1,3.17,895,160,['7728'],['Doris Lessing'],['3.65'],[],[],[],"The first book after Doris' Nobel Prize takes her back to her childhood in Southern Africa and the lives, both fictional and factual, that her parents lead. 'I think my father's rage at the trenches took me over, when I was very young, and has never left me. Do children feel their parents' emotions? Yes, we do, and it is a legacy I could have done without. What is the use of it? It is as if that old war is in my own memory, my own consciousness.' In this extraordinary book, the new Nobel Laureate Doris Lessing explores the lives of her parents, both of them irrevocably damaged by the Great War. Her father wanted the simple life of an English farmer, but shrapnel almost killed him in the trenches, and thereafter he had to wear a wooden leg. Her mother Emily's great love was a doctor, who drowned in the Channel, and she spent the war nursing the wounded in the Royal Free Hospital. In the first half of this book, Doris Lessing imagines the lives her parents might have made for themselves had there been no war at all, a story that has them meeting at a village cricket match outside Colchester as children but leading separate lives. This is followed by a piercing examination of their lives as they actually came to be in the shadow of that war, their move to Rhodesia, a damaged couple squatting over Doris's childhood in a strange land. 'Here I still am,' says Doris Lessing, 'trying to get out from under that monstrous legacy, trying to get free.' With the publication of Alfred and Emily she has done just that."
535430,7728,"Ecclesiastes, or The Preacher",0802136141,9780802136145,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1336739122l/535430._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1336739122l/535430._SX50_.jpg,1999,10,29,eng,Grove Press,false,522901,50,1483,3247,726,122,5:445|4:200|3:64|2:13|1:4|total:726,-300,,,4.47,368,49,"['5158478', '7728']","['Anonymous', 'Doris Lessing']","['4.15', '3.65']",[],[],[],
328371,7728,The Diaries of Jane Somers: The Diary of a Good Neighbor and If The Old Could,0394729552,9780394729558,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1984,10,12,eng,Vintage,false,1118822,1,2264,3145,782,77,5:266|4:321|3:155|2:26|1:14|total:782,1983,,,4.02,629,60,['7728'],['Doris Lessing'],['3.65'],[],[],[],
328415,7728,"The Four-Gated City (Children of Violence, #5)",0060976675,9780060976675,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1410129782l/328415._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1410129782l/328415._SY75_.jpg,1995,9,1,eng,Harper Perennial,false,1700753,19,2114,3130,753,56,5:325|4:264|3:128|2:29|1:7|total:753,1969,,,4.16,707,50,['7728'],['Doris Lessing'],['3.65'],[],[],[],"<i>The 1993 edition of this ISBN can be found <a href=""https://www.goodreads.com/book/show/41438943-the-four-gated-city"" rel=""nofollow"">here</a></i><br /><br />Dorris Lessing's classic series of autobiographical novels is the fictional counterpart to Under My Skin. In these five novels, first published in the 1950's and 60s, Doris Lessing transformed her fascinating life into fiction, creating her most complex and compelling character, Martha Quest."
18170040,7728,Adore,0062318977,9780062318978,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1374636082l/18170040._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1374636082l/18170040._SY75_.jpg,2013,9,17,eng,Harper Perennial,true,63086584,13,1680,2837,860,124,5:113|4:249|3:327|2:124|1:47|total:860,2003,,,3.30,553,85,['7728'],['Doris Lessing'],['3.65'],[],[],[],"Two friends, two sons, two shocking and intense love affairs . . .<br /><br />Roz and Lil have been best friends since childhood. But their bond stretches beyond familiar bounds when these middle-aged mothers fall in love with each other's teenage sons—taboo-shattering passions that last for years, until the women end them, vowing to have a respectable old age. With <em>Adore</em>, Doris Lessing, winner of the Nobel Prize for Literature, once again proves her unrivaled ability to capture the truth of the human condition."
328424,7728,"Under My Skin: Volume One of My Autobiography, to 1949",0060926643,9780060926649,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1410134394l/328424._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1410134394l/328424._SY75_.jpg,1995,9,1,eng,Harper Perennial,false,319051,11,1650,2803,690,61,5:250|4:278|3:125|2:29|1:8|total:690,1994,,,4.06,571,50,['7728'],['Doris Lessing'],['3.65'],[],[],[],"""I was born with skins too few. Or they were scrubbed off me by...robust and efficient hands.""<br /><br />The experiences absorbed through these ""skins too few"" are evoked in this memoir of Doris Lessing's childhood and youth as the daughter of a British colonial family in Persia and Southern Rhodesia Honestly and with overwhelming immediacy, Lessing maps the growth of her consciousness, her sexuality, and her politics, offering a rare opportunity to get under her skin and discover the forces that made her one of the most distinguished writers of our time."
667196,7728,The Sirian Experiments,0394512316,9780394512310,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1980,12,12,eng,Knopf,false,653245,18,1465,2719,685,42,5:238|4:258|3:137|2:34|1:18|total:685,1980,,,3.97,559,25,['7728'],['Doris Lessing'],['3.65'],[],[],[],"<i>The Sirian Experiments</i> is the 3rd volume in Doris Lessing's celebrated Canopus in Argos Archives sf series. In this interlinked quintet of novels, she creates a new, extraordinary cosmos where the fate of the Earth is influenced by the rivalries &amp; interactions of three powerful galactic empires, Canopus, Sirius &amp; their enemy, Puttiora. Blending myth, fable &amp; allegory, her astonishing visionary creation both reflects &amp; redefines the history of own world from its earliest beginnings to an inevitable, tragic self-destruction.<br /> <i>The Sirian Experiments</i> chronicles the origins of our planet, the three galactic empires fight for control of the human species. The novel charts the gradual moral awakening of its narrator, Ambien II, a 'dry, dutiful, efficient' female Sirian administrator. Witnessing the wanton colonisation of land &amp; people, Ambien begins to question her involvement in such insidious experimentation, her faith in the possibility of human progress itself growing weaker every day."
